eval,fitness,prey_base_cost,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,prey_repro_thresh,pred_repro_thresh,prey_cooldown,pred_cooldown,max_prey,max_pred,pot_scale,pot_octaves,pot_lacunarity,pot_gain,pot_contrast,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,part_flow_strength,part_flow_scale,part_flow_octaves,part_flow_evolution
726,57.145362,0.005000,0.250000,0.050087,0.018530,0.010000,0.610150,1.000000,0.700000,0.700000,15.000000,19.965680,200.000000,200.000000,6.352835,7.000000,4.000000,0.495431,5.130614,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
727,57.970135,0.005000,0.250000,0.020000,0.020000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,3.356056,2.000000,4.000000,0.300000,1.500000,1.000000,20.000000,0.002000,0.500000,2.000000,1.886622,100.000000,0.500000,1.000000,0.088338
728,57.503652,0.005000,0.210618,0.020000,0.020000,0.010000,0.429647,0.600000,0.739697,0.700000,15.000000,16.858255,262.310995,200.000000,2.000000,4.385026,3.361050,0.300000,1.500000,1.000000,295.453396,0.002000,0.500000,2.000000,0.711227,100.000000,3.636313,4.000000,0.100000
729,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.637799,428.978836,200.000000,2.000000,5.493325,4.000000,0.300000,1.500000,1.000000,265.090251,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
730,57.146801,0.005000,0.250000,0.020000,0.002912,0.010000,0.736291,0.600000,0.700000,0.700000,15.000000,13.921423,200.000000,40.000000,2.000000,6.294402,4.000000,0.300000,1.500000,0.724832,20.000000,0.002000,5.000000,1.475004,0.300000,100.000000,0.773574,1.000000,0.100000
731,57.965680,0.037618,0.250000,0.100000,0.012152,0.010000,0.286081,0.600000,0.700000,0.700000,15.000000,18.432494,442.402793,40.000000,2.000000,4.935971,4.000000,0.300000,1.500000,0.832389,20.000000,0.002000,0.500000,0.100000,0.300000,100.000000,0.500000,1.000000,0.100000
732,57.145362,0.010824,0.250000,0.020000,0.008030,0.010000,0.551680,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,2.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,2.257722,1.000000,0.100000
733,57.970135,0.005000,0.250000,0.020000,0.010124,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000,6.642568,2.000000,4.000000,0.300000,1.500000,1.000000,182.522282,0.002000,0.500000,1.645391,0.300000,100.000000,0.500000,1.000000,0.100000
734,57.152384,0.005000,0.250000,0.061092,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,72.658715,2.000000,2.000000,4.000000,0.300000,2.623844,1.000000,300.000000,0.002000,0.500000,0.738635,1.981685,100.000000,0.500000,1.000000,0.100000
735,57.983800,0.005000,0.250000,0.034272,0.002000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,8.797172,600.000000,174.795448,2.000000,2.000000,4.000000,0.300000,3.691840,0.491181,300.000000,0.002000,0.500000,2.000000,0.751751,100.000000,5.000000,1.000000,0.100000
736,57.152384,0.005977,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,200.000000,2.000000,2.000000,4.000000,0.300000,6.000000,1.000000,300.000000,0.002000,0.500000,2.000000,0.508995,100.000000,2.718453,1.000000,0.100000
737,57.152384,0.005000,0.144762,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,185.664300,8.000000,2.000000,4.000000,0.572921,1.555092,1.000000,20.000000,0.002000,1.727231,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
738,57.152384,0.005000,0.250000,0.061505,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,5.657780,4.000000,0.300000,1.500000,1.000000,229.994803,0.002000,0.759173,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
739,57.154543,0.005000,0.250000,0.075597,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,223.927325,40.000000,3.702910,2.000000,4.000000,0.300000,1.500000,0.501736,300.000000,0.002000,1.245104,1.408196,0.300000,100.000000,5.000000,1.000000,0.100000
740,57.152384,0.005000,0.250000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,269.753275,126.590729,2.000000,2.000000,4.000000,0.300000,4.055041,1.000000,300.000000,0.002000,2.710297,2.000000,0.567242,100.000000,1.754533,1.000000,0.100000
741,57.970135,0.005000,0.250000,0.066265,0.002000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.963033,6.057230,4.000000,0.300000,6.000000,1.000000,300.000000,0.002000,5.000000,2.000000,0.835044,100.000000,0.500000,2.242062,0.100000
742,57.970135,0.005000,0.235242,0.020000,0.020000,0.010000,0.200000,0.833700,0.700000,0.700000,15.000000,9.830243,200.000000,200.000000,2.000000,4.339553,4.000000,0.300000,2.126661,1.000000,131.613076,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
743,57.145362,0.005000,0.250000,0.072978,0.007342,0.010000,0.779219,0.600000,0.721427,0.700000,15.000000,20.000000,200.000000,94.932161,2.000000,2.000000,4.000000,0.300000,6.000000,1.000000,20.000000,0.002000,5.000000,0.481670,0.300000,100.000000,0.667001,1.000000,0.100000
744,57.152384,0.005000,0.250000,0.020000,0.006827,0.020465,0.800000,0.600000,0.700000,0.700000,15.000000,14.121598,200.000000,200.000000,2.000000,2.000000,4.000000,0.301063,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.075848
745,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,84.549618,8.000000,6.169075,4.000000,0.392188,1.500000,1.000000,22.931502,0.011777,0.500000,2.000000,0.302225,100.000000,1.020065,1.901001,0.100000
746,57.152384,0.005000,0.250000,0.020000,0.005352,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,7.944856,200.000000,79.894831,2.000000,2.343207,4.000000,0.864493,2.947055,1.000000,300.000000,0.002000,5.000000,1.665811,2.000000,100.000000,0.500000,1.000000,0.100000
747,58.098629,0.005000,0.250000,0.020000,0.002000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,2.000000,7.000000,4.000000,0.900000,2.384866,0.097571,221.004375,0.002000,0.500000,2.000000,0.300000,100.000000,2.016508,1.000000,0.100000
748,57.153823,0.023709,0.250000,0.021486,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,356.455571,181.714152,8.000000,5.716686,4.000000,0.900000,5.759663,0.983012,227.710761,0.002000,0.500000,0.155549,0.435926,96.507760,4.951458,1.000000,0.100000
749,57.152384,0.005000,0.250000,0.053864,0.020000,0.013658,0.800000,0.600000,0.700000,0.700000,15.000000,9.225561,200.000000,200.000000,2.000000,6.090825,4.000000,0.300000,1.500000,1.000000,224.355781,0.002000,0.500000,2.000000,0.300000,100.000000,2.188013,1.000000,0.100000
750,57.145362,0.005000,0.250000,0.020000,0.003951,0.036171,0.726634,0.600000,0.700000,0.700000,15.000000,6.000000,519.511297,161.900181,2.000000,7.000000,4.000000,0.588387,1.500000,1.000000,133.256304,0.002000,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
751,57.152384,0.005000,0.250000,0.051796,0.016289,0.010000,0.800000,0.922574,0.700000,0.700000,15.000000,11.195262,444.202456,185.290586,2.000000,4.697873,3.388731,0.300000,6.000000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
752,57.152384,0.005000,0.250000,0.020000,0.015890,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,4.919535,4.000000,0.300000,2.988617,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,4.104716,3.070328,0.100000
753,57.145362,0.005000,0.250000,0.020000,0.015968,0.010000,0.773419,0.647716,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,2.000000,2.000000,4.000000,0.300000,5.104282,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
754,57.145362,0.005000,0.250000,0.100000,0.020000,0.010000,0.522577,1.000000,0.700000,0.700000,15.000000,10.018751,445.442756,200.000000,2.000000,7.000000,2.929116,0.300000,1.500000,1.000000,300.000000,0.002000,3.781429,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
755,57.145362,0.005000,0.250000,0.044898,0.002796,0.010000,0.783431,0.629423,0.700000,0.700000,15.000000,20.000000,350.489917,200.000000,2.000000,7.000000,4.000000,0.300000,6.000000,1.000000,300.000000,0.002000,1.541491,2.000000,0.670886,100.000000,0.500000,1.000000,0.100000
756,57.152384,0.005000,0.250000,0.100000,0.013666,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,11.027865,200.000000,44.390561,6.965239,2.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
757,57.145362,0.005000,0.250000,0.020000,0.002000,0.010000,0.523520,0.801759,0.700000,0.700000,15.000000,20.000000,200.000000,57.576621,2.000000,2.000000,2.963546,0.300000,1.500000,1.000000,300.000000,0.002000,0.550529,1.344338,0.300000,100.000000,5.000000,1.000000,0.100000
758,57.145362,0.005000,0.247144,0.020000,0.004386,0.033657,0.770542,0.831277,0.700000,0.700000,15.000000,15.916295,200.000000,40.000000,8.000000,2.000000,4.000000,0.300000,1.500000,1.000000,152.714492,0.002000,0.881454,0.220513,0.300000,100.000000,0.500000,1.000000,0.100000
759,57.146801,0.005000,0.050000,0.020000,0.018718,0.010000,0.634843,0.600000,0.797140,0.700000,15.000000,12.357622,338.548444,200.000000,2.000000,2.000000,4.000000,0.300000,4.730715,0.863292,300.000000,0.002000,0.500000,1.622092,0.300000,67.605336,4.844079,1.923361,0.100000
760,57.152384,0.015410,0.219908,0.076498,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,14.735704,401.711918,200.000000,6.390156,2.000000,3.646396,0.300000,2.324144,1.000000,217.593835,0.002000,2.419525,1.734889,0.300000,100.000000,0.500000,1.348319,0.100000
761,57.599867,0.005000,0.250000,0.020000,0.020000,0.010000,0.389717,0.687969,0.700000,0.700000,15.000000,20.000000,200.000000,144.469790,6.977583,7.000000,4.000000,0.300000,1.500000,0.000000,250.223014,0.002000,1.489207,2.000000,0.300000,100.000000,1.522992,1.000000,0.100000
762,57.970135,0.005000,0.250000,0.020000,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,15.394590,200.000000,154.524223,2.000000,3.016013,4.000000,0.300000,1.500000,1.000000,300.000000,0.050000,0.500000,2.000000,0.583258,98.677861,0.500000,1.000000,0.067944
763,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,4.310685,4.000000,0.900000,3.070498,1.000000,300.000000,0.015020,1.447586,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
764,57.152384,0.005000,0.250000,0.020000,0.014086,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,19.920651,200.000000,164.317917,2.000000,5.876329,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.781549,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
765,57.152384,0.018754,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,600.000000,40.000000,2.000000,2.000000,4.000000,0.479975,1.500000,1.000000,111.889229,0.002000,5.000000,2.000000,0.300000,100.000000,1.192727,1.000000,0.100000
766,57.145362,0.005000,0.250000,0.020000,0.014496,0.010000,0.489909,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,3.042006,2.969119,0.363933,3.694584,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
767,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,9.559649,200.000000,66.010975,2.000000,7.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
768,57.623538,0.005000,0.250000,0.029949,0.002000,0.010000,0.385482,0.600000,0.700000,0.700000,15.000000,16.894257,564.919290,40.000000,2.000000,7.000000,3.812996,0.733630,3.571593,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
769,57.951304,0.005000,0.250000,0.020000,0.002000,0.074334,0.200000,0.959076,0.700000,0.700000,15.000000,13.767617,200.000000,151.418070,2.000000,2.000000,4.000000,0.300000,2.527788,0.933654,300.000000,0.002000,0.588881,0.650451,0.300000,100.000000,0.500000,1.000000,0.100000
770,57.145362,0.005000,0.250000,0.020000,0.019013,0.010000,0.786043,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,152.562833,2.000000,2.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.722077,1.000000,0.100000
771,57.788109,0.005000,0.250000,0.020000,0.020000,0.010000,0.245360,0.600000,0.700000,0.700000,15.000000,11.822099,200.000000,54.654392,2.000000,2.000000,4.000000,0.334830,1.500000,1.000000,206.868967,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
772,57.145362,0.005000,0.250000,0.100000,0.004127,0.010000,0.454808,0.600000,0.700000,0.700000,15.000000,20.000000,577.702015,40.000000,4.674089,2.000000,4.000000,0.900000,3.298580,1.000000,188.758661,0.002000,3.175614,2.000000,1.165881,99.713233,2.096605,1.000000,0.100000
773,57.152384,0.009182,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,274.956985,200.000000,7.492487,2.000000,3.012922,0.300000,4.958204,1.000000,300.000000,0.002000,1.206991,2.000000,0.300000,100.000000,0.990698,1.000000,0.100000
774,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,133.863647,2.000000,2.187814,3.290744,0.300000,1.500000,1.000000,300.000000,0.003771,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
775,57.970135,0.005000,0.219339,0.020000,0.004813,0.040768,0.200000,0.606587,0.700000,0.700000,15.000000,18.955065,200.000000,200.000000,2.000000,3.809970,4.000000,0.300000,1.500000,1.000000,23.578449,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
776,57.970135,0.026964,0.250000,0.020000,0.020000,0.010000,0.200000,0.900533,0.700000,0.700000,15.000000,6.000000,356.796701,200.000000,2.000000,3.533534,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,0.844391,0.300000,100.000000,3.737498,1.000000,0.100000
777,57.970135,0.005000,0.215061,0.020000,0.002000,0.025538,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,2.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
778,57.152384,0.005000,0.168565,0.020000,0.010427,0.010000,0.800000,0.747773,0.700000,0.700000,15.000000,20.000000,200.000000,176.135379,2.000000,2.000000,4.000000,0.300000,6.000000,1.000000,206.896748,0.002000,5.000000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
779,57.172288,0.005000,0.250000,0.037857,0.002000,0.010000,0.444935,0.600000,0.700000,0.700000,15.000000,9.209650,200.000000,167.972554,2.000000,2.000000,1.500000,0.300000,2.777587,0.708568,300.000000,0.006439,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
780,57.152384,0.005000,0.250000,0.075845,0.005516,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,2.000000,7.000000,4.000000,0.300000,1.500000,1.000000,293.490942,0.002000,0.500000,2.000000,0.300000,100.000000,0.761700,1.000000,0.100000
781,57.152384,0.005000,0.233677,0.020000,0.013772,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,483.570310,160.415137,2.000000,6.234897,4.000000,0.344921,1.500000,1.000000,119.084184,0.002000,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
782,57.970135,0.005000,0.250000,0.090751,0.020000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,454.584657,192.704230,2.000000,7.000000,4.000000,0.300000,5.690378,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
783,57.145362,0.005000,0.250000,0.020000,0.002000,0.010000,0.522235,0.600000,0.700000,0.700000,15.000000,18.699008,200.000000,96.237278,8.000000,5.576136,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,4.485968,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
784,57.145362,0.005000,0.250000,0.020000,0.020000,0.010000,0.619245,0.785864,0.700000,0.700000,15.000000,20.000000,305.094785,40.000000,2.000000,5.405570,3.283228,0.300000,1.500000,1.000000,300.000000,0.002000,4.764626,2.000000,2.000000,100.000000,0.500000,1.000000,0.100000
785,57.154543,0.028956,0.250000,0.020000,0.002000,0.010000,0.800000,0.641717,0.700000,0.700000,15.000000,20.000000,200.000000,128.364645,2.000000,3.652871,4.000000,0.461392,1.500000,0.123155,20.000000,0.014880,0.500000,2.000000,0.300000,88.656918,0.803272,1.000000,0.100000
786,57.512588,0.005000,0.250000,0.087048,0.020000,0.010000,0.433265,0.600000,0.700000,0.700000,15.000000,20.000000,480.283029,40.000000,2.000000,3.130222,4.000000,0.300000,3.821349,1.000000,300.000000,0.050000,1.469565,2.000000,0.300000,100.000000,2.323948,1.000000,0.100000
787,57.970135,0.005000,0.250000,0.100000,0.020000,0.010000,0.200000,0.717492,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,2.000000,4.000000,0.900000,1.500000,1.000000,300.000000,0.002000,0.500000,0.543261,0.300000,100.000000,0.500000,1.000000,0.100000
788,57.145362,0.005000,0.250000,0.100000,0.002000,0.010000,0.636177,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,114.904153,2.000000,7.000000,1.635319,0.900000,1.500000,1.000000,300.000000,0.002000,0.500000,1.873091,0.300000,100.000000,0.500000,1.000000,0.100000
789,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,64.741605,4.707958,5.369680,3.800052,0.795187,2.220123,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,1.790433,1.000000,0.100000
790,57.946370,0.005000,0.250000,0.020000,0.006933,0.010000,0.293149,0.600000,0.700000,0.700000,15.000000,12.462655,200.000000,119.609655,2.000000,7.000000,4.000000,0.900000,1.771712,1.000000,20.000000,0.002000,3.296937,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
791,57.152384,0.005000,0.168633,0.024340,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,11.943542,589.429779,144.416601,2.000000,2.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,0.771526,0.300000,100.000000,0.500000,1.000000,0.100000
792,57.145362,0.005000,0.050000,0.020000,0.015816,0.010000,0.490071,0.699889,0.700000,0.700000,15.000000,8.160228,267.547779,200.000000,2.000000,4.525595,4.000000,0.300000,1.500000,1.000000,125.159980,0.004942,0.500000,1.228961,0.300000,100.000000,0.500000,1.000000,0.100000
793,60.782360,0.005000,0.157242,0.100000,0.002000,0.010000,0.200000,0.600000,0.914412,0.700000,15.000000,6.000000,200.000000,171.013568,2.000000,2.000000,3.093812,0.300000,5.026105,1.000000,209.934935,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.193233,0.100000
794,57.990813,0.005000,0.250000,0.020000,0.016220,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,195.876326,2.000000,4.662729,4.000000,0.900000,1.500000,0.233265,150.069800,0.042204,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
795,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,310.796644,200.000000,2.000000,5.672157,4.000000,0.300000,2.604080,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
796,57.145362,0.005000,0.250000,0.020000,0.015164,0.010000,0.780317,0.600000,0.700000,0.700000,15.000000,20.000000,515.501154,40.000000,2.000000,2.618431,4.000000,0.300000,1.500000,1.000000,20.000000,0.002000,0.500000,1.495703,0.300000,100.000000,0.500000,1.000000,0.100000
797,57.970135,0.005000,0.250000,0.020000,0.020000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,6.000000,600.000000,40.000000,3.053788,5.317101,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
798,58.098629,0.005000,0.250000,0.059266,0.017557,0.044222,0.200000,0.600000,0.700000,0.700000,15.000000,6.597797,200.000000,40.000000,2.000000,2.126287,4.000000,0.623028,1.500000,0.000000,254.015880,0.002000,4.866834,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
799,57.970135,0.005000,0.250000,0.033009,0.002000,0.010000,0.200000,0.600000,0.700000,0.700000,15.000000,6.000000,476.477711,69.067220,2.000000,2.344352,2.933045,0.860115,3.909686,1.000000,300.000000,0.002000,1.618416,2.000000,0.300000,100.000000,4.267407,1.000000,0.100000
800,57.768768,0.005000,0.250000,0.042308,0.002000,0.010000,0.253210,0.626290,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,7.000000,4.000000,0.663118,5.659121,1.000000,300.000000,0.002000,3.877951,0.100000,1.798751,100.000000,5.000000,1.329154,0.100000
801,57.145362,0.005000,0.250000,0.100000,0.015636,0.010000,0.540364,0.900073,0.700000,0.700000,15.000000,8.140152,200.000000,108.689149,2.000000,2.000000,3.947053,0.300000,1.500000,1.000000,300.000000,0.002000,5.000000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
802,57.145362,0.005000,0.250000,0.020000,0.020000,0.010000,0.716358,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,5.218368,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.938749,2.000000,1.248942,100.000000,0.500000,1.000000,0.100000
803,57.152384,0.005000,0.110783,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,2.000000,3.331147,0.300000,6.000000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,5.000000,1.000000,0.100000
804,57.154543,0.015435,0.080623,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,280.199142,200.000000,2.000000,4.582979,4.000000,0.300000,1.500000,0.816616,159.290009,0.031844,0.500000,2.000000,1.171611,100.000000,5.000000,1.057201,0.005000
805,57.146801,0.005000,0.250000,0.020000,0.002000,0.014008,0.737592,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,2.000000,3.706251,4.000000,0.554018,1.500000,0.120940,20.000000,0.002000,0.500000,0.160444,0.300000,100.000000,5.000000,1.000000,0.100000
806,57.145362,0.005000,0.250000,0.096808,0.020000,0.010000,0.504154,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.097982,2.000000,4.000000,0.818223,6.000000,1.000000,300.000000,0.002000,0.500000,0.270461,0.300000,100.000000,2.991176,1.000000,0.100000
807,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,53.515053,2.000000,2.295373,1.954397,0.475421,1.710488,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,3.227926,4.000000,0.100000
808,57.152384,0.005000,0.250000,0.020000,0.011312,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,4.658962,3.639147,0.300000,2.268240,1.000000,181.801236,0.002000,0.500000,2.000000,0.300000,100.000000,1.508228,1.000000,0.100000
809,57.152384,0.005000,0.250000,0.082331,0.002000,0.010000,0.800000,0.783610,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,7.000000,4.000000,0.300000,6.000000,1.000000,300.000000,0.002000,5.000000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
810,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,19.030284,594.602017,200.000000,2.000000,2.000000,4.000000,0.300000,1.500000,1.000000,299.514528,0.002000,1.282826,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
811,57.152384,0.005000,0.250000,0.020000,0.002867,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,172.431703,5.311039,2.000000,4.000000,0.376149,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.349396,100.000000,0.500000,1.000000,0.100000
812,57.152384,0.005000,0.134506,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,15.968160,301.760102,40.000000,2.000000,2.000000,4.000000,0.384868,6.000000,1.000000,300.000000,0.019551,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
813,57.145362,0.005000,0.250000,0.027188,0.015551,0.010000,0.688998,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,110.446091,2.000000,2.000000,3.827690,0.900000,6.000000,1.000000,300.000000,0.002000,0.500000,2.000000,1.025782,100.000000,0.500000,1.000000,0.100000
814,57.152384,0.005000,0.250000,0.096033,0.013049,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,410.978475,44.918805,2.000000,3.689297,1.500000,0.300000,1.500000,1.000000,300.000000,0.002000,1.496171,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
815,57.145362,0.005000,0.250000,0.020000,0.002000,0.024756,0.466820,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,152.992448,2.000000,7.000000,1.500000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
816,57.146801,0.005000,0.240215,0.020000,0.002000,0.010000,0.617068,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,83.278442,2.000000,2.000000,4.000000,0.300000,1.500000,0.318600,256.369391,0.002000,0.500000,2.000000,0.300000,100.000000,0.993826,1.000000,0.100000
817,57.970135,0.005000,0.250000,0.032224,0.011146,0.024616,0.200000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,5.075380,4.000000,0.300000,6.000000,1.000000,300.000000,0.050000,4.313920,1.555037,0.300000,10.000000,1.698800,1.000000,0.100000
818,57.970135,0.005000,0.235834,0.020000,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,2.000000,4.000000,0.300000,2.572244,1.000000,300.000000,0.002000,3.340506,2.000000,1.114933,100.000000,0.500000,1.000000,0.100000
